Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Cabins_booked,Embarked_in_Cherbourg,Embarked_in_Queenstown,Embarked_in_Southampton,Embarked_in_Unknown,Sex_female,Sex_male,Age_Group_Child,Age_Group_Young Adult,Age_Group_Adult,Age_Group_Senior,Fare_Group_Low,Fare_Group_Mediun,Fare_Group_High,Fare_Group_Very High,Age_Class,Fare_per_person
0,3,24.5,0,0,8.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,73.5,8.05
1,3,18.0,0,0,9.8417,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,54.0,9.8417
0,3,43.0,1,6,46.9,8,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,129.0,5.8625
1,1,36.0,0,1,512.3292,2,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,36.0,256.1646
0,3,29.69911764705882,0,0,8.1375,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,8.1375
1,1,27.0,0,0,76.7292,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,27.0,76.7292
0,3,20.0,0,0,9.225,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,60.0,9.225
0,3,14.0,5,2,46.9,8,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,42.0,5.8625
0,2,60.0,1,1,39.0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,120.0,13.0
0,2,25.0,1,2,41.5792,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,50.0,10.3948
0,3,14.0,4,1,39.6875,6,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,42.0,6.614583333333333
0,3,19.0,0,0,10.1708,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,57.0,10.1708
0,3,18.0,0,0,7.7958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,54.0,7.7958
1,1,15.0,0,1,211.3375,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,15.0,105.66875
1,1,31.0,1,0,57.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,31.0,28.5
1,3,4.0,0,1,13.4167,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,12.0,6.70835
1,3,29.69911764705882,0,0,56.4958,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,89.09735294117647,56.4958
0,3,25.0,0,0,7.225,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,75.0,7.225
0,1,60.0,0,0,26.55,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,60.0,26.55
0,2,52.0,0,0,13.5,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,104.0,13.5
0,3,44.0,0,0,8.05,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,132.0,8.05
1,3,29.69911764705882,0,0,7.7333,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.7333
0,1,49.0,1,1,110.8833,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,49.0,36.9611
0,3,42.0,0,0,7.65,1,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,126.0,7.65
1,1,18.0,1,0,227.525,2,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,18.0,113.7625
1,1,35.0,0,0,26.2875,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,35.0,26.2875
0,3,18.0,0,1,14.4542,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,54.0,7.2271
0,3,25.0,0,0,7.7417,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,75.0,7.7417
0,3,26.0,1,0,7.8542,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,78.0,3.9271
0,2,39.0,0,0,26.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,78.0,26.0
1,2,45.0,0,0,13.5,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,90.0,13.5
1,1,42.0,0,0,26.2875,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,42.0,26.2875
1,1,22.0,0,0,151.55,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,22.0,151.55
1,3,29.69911764705882,1,1,15.2458,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,5.081933333333333
1,1,24.0,0,0,49.5042,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,24.0,49.5042
0,1,29.69911764705882,0,0,26.55,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,29.69911764705882,26.55
1,1,48.0,1,0,52.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,48.0,26.0
0,3,29.0,0,0,9.4833,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,87.0,9.4833
0,2,52.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,104.0,13.0
0,3,19.0,0,0,7.65,1,1,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,57.0,7.65
1,1,38.0,0,0,227.525,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,38.0,227.525
1,2,27.0,0,0,10.5,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,54.0,10.5
0,3,29.69911764705882,0,0,15.5,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,15.5
0,3,33.0,0,0,7.775,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,99.0,7.775
1,2,6.0,0,1,33.0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,12.0,16.5
0,3,17.0,1,0,7.0542,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,51.0,3.5271
0,2,34.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,68.0,13.0
0,2,50.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,100.0,13.0
1,1,27.0,1,0,53.1,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,27.0,26.55
0,3,20.0,0,0,8.6625,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,60.0,8.6625
1,2,30.0,3,0,21.0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,60.0,5.25
1,3,29.69911764705882,0,0,7.7375,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.7375
0,2,25.0,1,0,26.0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,50.0,13.0
0,3,25.0,1,0,7.925,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,75.0,3.9625
1,1,29.0,0,0,211.3375,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,29.0,211.3375
0,3,11.0,0,0,18.7875,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,33.0,18.7875
0,2,29.69911764705882,0,0,0.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,59.39823529411764,0.0
0,2,23.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,46.0,13.0
0,2,23.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,46.0,13.0
0,3,28.5,0,0,16.1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,85.5,16.1
0,3,48.0,1,3,34.375,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,144.0,6.875
1,1,35.0,0,0,512.3292,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,35.0,512.3292
0,3,29.69911764705882,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.8958
0,3,29.69911764705882,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.8958
1,1,29.69911764705882,0,0,30.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,29.69911764705882,30.0
0,1,36.0,1,0,78.85,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,36.0,39.425
1,1,21.0,2,2,262.375,5,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,21.0,52.475
0,3,24.0,1,0,16.1,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,72.0,8.05
1,3,31.0,0,0,7.925,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,93.0,7.925
0,1,70.0,1,1,71.0,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,70.0,23.666666666666668
0,3,16.0,1,1,20.25,3,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,48.0,6.75
1,2,30.0,0,0,13.0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,60.0,13.0
0,1,19.0,1,0,53.1,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,19.0,26.55
0,3,31.0,0,0,7.75,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,93.0,7.75
1,2,4.0,1,1,23.0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,8.0,7.666666666666667
1,3,6.0,0,1,12.475,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,18.0,6.2375
0,3,33.0,0,0,9.5,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,99.0,9.5
0,3,23.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,69.0,7.8958
1,2,48.0,1,2,65.0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,96.0,16.25
1,2,0.67,1,1,14.5,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1.34,4.833333333333333
0,3,28.0,0,0,7.7958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,84.0,7.7958
0,2,18.0,0,0,11.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,36.0,11.5
0,3,34.0,0,0,8.05,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,102.0,8.05
1,1,33.0,0,0,86.5,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,33.0,86.5
0,3,29.69911764705882,0,0,14.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,14.5
0,3,41.0,0,0,7.125,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,123.0,7.125
1,3,20.0,0,0,7.2292,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,60.0,7.2292
1,1,36.0,1,2,120.0,4,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,36.0,30.0
0,3,16.0,0,0,7.775,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,48.0,7.775
1,1,51.0,1,0,77.9583,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,51.0,38.97915
0,1,29.69911764705882,0,0,39.6,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,29.69911764705882,39.6
0,3,30.5,0,0,7.75,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,91.5,7.75
0,3,29.69911764705882,1,0,24.15,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,89.09735294117647,12.075
0,3,32.0,0,0,8.3625,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,96.0,8.3625
0,3,24.0,0,0,9.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,72.0,9.5
0,3,48.0,0,0,7.8542,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,144.0,7.8542
0,2,57.0,0,0,10.5,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,114.0,10.5
0,3,29.69911764705882,0,0,7.225,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.225
1,2,54.0,1,3,23.0,5,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,108.0,4.6
0,3,18.0,0,0,7.75,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,54.0,7.75
0,3,29.69911764705882,0,0,7.75,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.75
1,3,5.0,0,0,12.475,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,15.0,12.475
0,3,29.69911764705882,0,0,7.7375,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.7375
1,1,43.0,0,1,211.3375,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,43.0,105.66875
1,3,13.0,0,0,7.2292,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,39.0,7.2292
1,1,17.0,1,0,57.0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,17.0,28.5
0,1,29.0,0,0,30.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,29.0,30.0
0,3,29.69911764705882,1,2,23.45,4,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,89.09735294117647,5.8625
0,3,25.0,0,0,7.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,75.0,7.05
0,3,25.0,0,0,7.25,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,75.0,7.25
1,3,18.0,0,0,7.4958,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,54.0,7.4958
0,3,8.0,4,1,29.125,6,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,24.0,4.854166666666667
1,3,1.0,1,2,20.575,4,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,3.0,5.14375
0,1,46.0,0,0,79.2,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,46.0,79.2
0,3,29.69911764705882,0,0,7.75,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.75
0,2,16.0,0,0,26.0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,32.0,26.0
0,3,29.69911764705882,8,2,69.55,11,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,89.09735294117647,6.322727272727272
0,1,29.69911764705882,0,0,30.6958,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,29.69911764705882,30.6958
0,3,25.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,75.0,7.8958
0,2,39.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,78.0,13.0
1,1,49.0,0,0,25.9292,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,49.0,25.9292
1,3,31.0,0,0,8.6833,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,93.0,8.6833
0,3,30.0,0,0,7.2292,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,90.0,7.2292
0,3,30.0,1,1,24.15,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,90.0,8.049999999999999
0,2,34.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,68.0,13.0
1,2,31.0,1,1,26.25,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,62.0,8.75
1,1,11.0,1,2,120.0,4,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,11.0,30.0
1,3,0.42,0,1,8.5167,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1.26,4.25835
1,3,27.0,0,0,6.975,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,81.0,6.975
0,3,31.0,0,0,7.775,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,93.0,7.775
0,1,39.0,0,0,0.0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,39.0,0.0
0,3,18.0,0,0,7.775,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,54.0,7.775
0,2,39.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,78.0,13.0
1,1,33.0,1,0,53.1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,33.0,26.55
0,3,26.0,0,0,7.8875,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,78.0,7.8875
0,3,39.0,0,0,24.15,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,117.0,24.15
0,2,35.0,0,0,10.5,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,70.0,10.5
0,3,6.0,4,2,31.275,7,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,18.0,4.4678571428571425
0,3,30.5,0,0,8.05,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,91.5,8.05
0,1,29.69911764705882,0,0,0.0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,29.69911764705882,0.0
0,3,23.0,0,0,7.925,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,69.0,7.925
0,2,31.0,1,1,37.0042,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,62.0,12.334733333333332
0,3,43.0,0,0,6.45,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,129.0,6.45
0,3,10.0,3,2,27.9,6,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,30.0,4.6499999999999995
1,1,52.0,1,1,93.5,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,52.0,31.166666666666668
1,3,27.0,0,0,8.6625,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,81.0,8.6625
0,1,38.0,0,0,0.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,38.0,0.0
1,3,27.0,0,1,12.475,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,81.0,6.2375
0,3,2.0,4,1,39.6875,6,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,6.0,6.614583333333333
0,3,29.69911764705882,0,0,6.95,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,6.95
0,3,29.69911764705882,0,0,56.4958,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,89.09735294117647,56.4958
1,2,1.0,0,2,37.0042,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2.0,12.334733333333332
1,3,29.69911764705882,0,0,7.75,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.75
1,1,62.0,0,0,80.0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,62.0,80.0
1,3,15.0,1,0,14.4542,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,45.0,7.2271
1,2,0.83,1,1,18.75,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1.66,6.25
0,3,29.69911764705882,0,0,7.2292,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.2292
0,3,23.0,0,0,7.8542,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,69.0,7.8542
0,3,18.0,0,0,8.3,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,54.0,8.3
1,1,39.0,1,1,83.1583,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,39.0,27.71943333333333
0,3,21.0,0,0,8.6625,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,63.0,8.6625
0,3,29.69911764705882,0,0,8.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,8.05
1,3,32.0,0,0,56.4958,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,96.0,56.4958
1,1,29.69911764705882,0,0,29.7,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,29.69911764705882,29.7
0,3,20.0,0,0,7.925,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,60.0,7.925
0,2,16.0,0,0,10.5,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,32.0,10.5
1,1,30.0,0,0,31.0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,30.0,31.0
0,3,34.5,0,0,6.4375,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,103.5,6.4375
0,3,17.0,0,0,8.6625,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,51.0,8.6625
0,3,42.0,0,0,7.55,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,126.0,7.55
0,3,29.69911764705882,8,2,69.55,11,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,89.09735294117647,6.322727272727272
0,3,35.0,0,0,7.8958,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,105.0,7.8958
0,2,28.0,0,1,33.0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,56.0,16.5
1,1,29.69911764705882,1,0,89.1042,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,29.69911764705882,44.5521
0,3,4.0,4,2,31.275,7,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,12.0,4.4678571428571425
0,3,74.0,0,0,7.775,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,222.0,7.775
0,3,9.0,1,1,15.2458,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,27.0,5.081933333333333
1,1,16.0,0,1,39.4,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,16.0,19.7
0,2,44.0,1,0,26.0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,88.0,13.0
1,3,18.0,0,1,9.35,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,54.0,4.675
1,1,45.0,1,1,164.8667,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,45.0,54.95556666666667
1,1,51.0,0,0,26.55,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,51.0,26.55
1,3,24.0,0,3,19.2583,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,72.0,4.814575
0,3,29.69911764705882,0,0,7.2292,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.2292
0,3,41.0,2,0,14.1083,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,123.0,4.702766666666666
0,2,21.0,1,0,11.5,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,42.0,5.75
1,1,48.0,0,0,25.9292,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,48.0,25.9292
0,3,29.69911764705882,8,2,69.55,11,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,89.09735294117647,6.322727272727272
0,2,24.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,48.0,13.0
1,2,42.0,0,0,13.0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,84.0,13.0
1,2,27.0,1,0,13.8583,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,54.0,6.92915
0,1,31.0,0,0,50.4958,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,31.0,50.4958
0,3,29.69911764705882,0,0,9.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,9.5
1,3,4.0,1,1,11.1333,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,12.0,3.7111
0,3,26.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,78.0,7.8958
1,1,47.0,1,1,52.5542,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,47.0,17.518066666666666
0,1,33.0,0,0,5.0,1,1,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,33.0,5.0
0,3,47.0,0,0,9.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,141.0,9.0
1,2,28.0,1,0,24.0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,56.0,12.0
1,3,15.0,0,0,7.225,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,45.0,7.225
0,3,20.0,0,0,9.8458,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,60.0,9.8458
0,3,19.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,57.0,7.8958
0,3,29.69911764705882,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.8958
1,1,56.0,0,1,83.1583,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,56.0,41.57915
1,2,25.0,0,1,26.0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,50.0,13.0
0,3,33.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,99.0,7.8958
0,3,22.0,0,0,10.5167,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,66.0,10.5167
0,2,28.0,0,0,10.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,56.0,10.5
0,3,25.0,0,0,7.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,75.0,7.05
0,3,39.0,0,5,29.125,6,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,117.0,4.854166666666667
0,2,27.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,54.0,13.0
1,1,19.0,0,0,30.0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,19.0,30.0
0,3,29.69911764705882,1,2,23.45,4,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,89.09735294117647,5.8625
1,1,26.0,0,0,30.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,26.0,30.0
0,3,32.0,0,0,7.75,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,96.0,7.75
